Orden,Fecha,Mes,Trimestre,Año,Cliente,Destino,Estado,Condicion,Envio,Categoria,Producto,Variedad,SKU,ASIN,Cantidad,Precio,Moneda
ID2173,13/7/2023,7,Q3,2023,Cliente4361,Calle desconocida 8525,Kentucky,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID2174,13/7/2023,7,Q3,2023,Cliente5295,Calle desconocida 3434,Rhode Island,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,99.9,USD
ID2175,13/7/2023,7,Q3,2023,Cliente9599,Calle desconocida 3044,Virginia,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,99.9,USD
ID2176,13/7/2023,7,Q3,2023,Cliente8401,Calle desconocida 5394,Colorado,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,99.9,USD
ID2177,13/7/2023,7,Q3,2023,Cliente6646,Calle desconocida 5504,Ohio,Enviada,Amazon,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,1,71.9,USD
ID2178,13/7/2023,7,Q3,2023,Cliente4703,Calle desconocida 5316,Vermont,Cancelada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,0,0,
ID2179,14/7/2023,7,Q3,2023,Cliente5951,Calle desconocida 1671,Florida,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2180,14/7/2023,7,Q3,2023,Cliente5757,Calle desconocida 1059,Alabama,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2181,14/7/2023,7,Q3,2023,Cliente4391,Calle desconocida 6455,Washington,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID2182,14/7/2023,7,Q3,2023,Cliente7403,Calle desconocida 2150,Iowa,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID2183,14/7/2023,7,Q3,2023,Cliente6204,Calle desconocida 7619,New Mexico,Enviada,Amazon,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,1,79.9,USD
ID2184,14/7/2023,7,Q3,2023,Cliente8687,Calle desconocida 9531,South Dakota,Cancelada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,0,0,
ID2185,15/7/2023,7,Q3,2023,Cliente9940,Calle desconocida 4610,Connecticut,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID2186,16/7/2023,7,Q3,2023,Cliente9571,Calle desconocida 3866,South Carolina,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2187,16/7/2023,7,Q3,2023,Cliente8749,Calle desconocida 410,Vermont,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2188,16/7/2023,7,Q3,2023,Cliente7854,Calle desconocida 6542,Arkansas,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2189,16/7/2023,7,Q3,2023,Cliente3760,Calle desconocida 7469,South Carolina,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID2190,16/7/2023,7,Q3,2023,Cliente6832,Calle desconocida 4321,Pennsylvania,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2191,16/7/2023,7,Q3,2023,Cliente7515,Calle desconocida 33,Vermont,Enviada,Amazon,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,1,79.9,USD
ID2192,17/7/2023,7,Q3,2023,Cliente6164,Calle desconocida 6381,Kansas,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2193,17/7/2023,7,Q3,2023,Cliente119,Calle desconocida 7239,Minnesota,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2194,17/7/2023,7,Q3,2023,Cliente3104,Calle desconocida 3598,Massachusetts,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2195,17/7/2023,7,Q3,2023,Cliente8896,Calle desconocida 4154,South Dakota,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2196,18/7/2023,7,Q3,2023,Cliente6703,Calle desconocida 6184,Wisconsin,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2197,18/7/2023,7,Q3,2023,Cliente748,Calle desconocida 7445,New Jersey,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2198,18/7/2023,7,Q3,2023,Cliente1676,Calle desconocida 821,Iowa,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2199,18/7/2023,7,Q3,2023,Cliente4758,Calle desconocida 5954,Texas,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID2200,18/7/2023,7,Q3,2023,Cliente2410,Calle desconocida 6735,New York,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID2201,18/7/2023,7,Q3,2023,Cliente864,Calle desconocida 8316,Maryland,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID2202,18/7/2023,7,Q3,2023,Cliente2948,Calle desconocida 4155,Minnesota,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2203,18/7/2023,7,Q3,2023,Cliente8292,Calle desconocida 7394,California,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2204,18/7/2023,7,Q3,2023,Cliente4906,Calle desconocida 1864,Rhode Island,Cancelada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,0,0,
ID2205,19/7/2023,7,Q3,2023,Cliente3559,Calle desconocida 4132,Arkansas,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2206,19/7/2023,7,Q3,2023,Cliente241,Calle desconocida 5857,Hawaii,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2207,19/7/2023,7,Q3,2023,Cliente2118,Calle desconocida 301,Florida,Cancelada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,0,0,
ID2208,20/7/2023,7,Q3,2023,Cliente2064,Calle desconocida 146,Kentucky,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2209,20/7/2023,7,Q3,2023,Cliente3004,Calle desconocida 8023,Massachusetts,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2210,20/7/2023,7,Q3,2023,Cliente6972,Calle desconocida 738,Washington,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2211,20/7/2023,7,Q3,2023,Cliente2983,Calle desconocida 9769,North Dakota,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2212,20/7/2023,7,Q3,2023,Cliente2950,Calle desconocida 6791,New Mexico,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID2213,20/7/2023,7,Q3,2023,Cliente8268,Calle desconocida 6107,New Hampshire,Cancelada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,0,0,
ID2214,20/7/2023,7,Q3,2023,Cliente8649,Calle desconocida 9216,Washington,Cancelada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,0,0,
ID2215,21/7/2023,7,Q3,2023,Cliente7427,Calle desconocida 6989,Indiana,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID2216,21/7/2023,7,Q3,2023,Cliente8940,Calle desconocida 374,Delaware,Cancelada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,0,0,
ID2217,22/7/2023,7,Q3,2023,Cliente2697,Calle desconocida 4441,North Carolina,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2218,22/7/2023,7,Q3,2023,Cliente918,Calle desconocida 6608,Alaska,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2219,22/7/2023,7,Q3,2023,Cliente4521,Calle desconocida 6778,New Hampshire,Cancelada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,0,0,
ID2220,23/7/2023,7,Q3,2023,Cliente8254,Calle desconocida 6029,South Carolina,Enviada,Amazon,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,2,159.8,USD
ID2221,23/7/2023,7,Q3,2023,Cliente6739,Calle desconocida 2703,South Dakota,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2222,23/7/2023,7,Q3,2023,Cliente3937,Calle desconocida 840,Wisconsin,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2223,23/7/2023,7,Q3,2023,Cliente141,Calle desconocida 924,Alaska,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2224,23/7/2023,7,Q3,2023,Cliente4892,Calle desconocida 9507,Maryland,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID2225,23/7/2023,7,Q3,2023,Cliente3726,Calle desconocida 224,West Virginia,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2226,24/7/2023,7,Q3,2023,Cliente9647,Calle desconocida 3607,Michigan,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2227,24/7/2023,7,Q3,2023,Cliente1429,Calle desconocida 7654,Texas,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2228,24/7/2023,7,Q3,2023,Cliente2885,Calle desconocida 6284,West Virginia,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2229,24/7/2023,7,Q3,2023,Cliente3371,Calle desconocida 2059,Oregon,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2230,24/7/2023,7,Q3,2023,Cliente5798,Calle desconocida 8594,Pennsylvania,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID2231,24/7/2023,7,Q3,2023,Cliente4751,Calle desconocida 3730,Texas,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID2232,25/7/2023,7,Q3,2023,Cliente2880,Calle desconocida 2412,Nevada,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2233,25/7/2023,7,Q3,2023,Cliente395,Calle desconocida 2314,Vermont,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2234,25/7/2023,7,Q3,2023,Cliente1925,Calle desconocida 3726,Texas,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2235,25/7/2023,7,Q3,2023,Cliente1649,Calle desconocida 9322,Alabama,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2236,25/7/2023,7,Q3,2023,Cliente1694,Calle desconocida 2383,Idaho,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2237,25/7/2023,7,Q3,2023,Cliente9196,Calle desconocida 7724,Massachusetts,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2238,25/7/2023,7,Q3,2023,Cliente9769,Calle desconocida 5207,Wyoming,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2239,25/7/2023,7,Q3,2023,Cliente5786,Calle desconocida 4722,South Dakota,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2240,25/7/2023,7,Q3,2023,Cliente7202,Calle desconocida 9085,North Dakota,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2241,25/7/2023,7,Q3,2023,Cliente3741,Calle desconocida 8666,Nevada,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2242,25/7/2023,7,Q3,2023,Cliente4137,Calle desconocida 5087,Alabama,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2243,25/7/2023,7,Q3,2023,Cliente8156,Calle desconocida 9296,Michigan,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,0,
ID2244,26/7/2023,7,Q3,2023,Cliente8654,Calle desconocida 7908,Colorado,Cancelada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,0,139.9,USD
ID2245,26/7/2023,7,Q3,2023,Cliente486,Calle desconocida 9850,Tennessee,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2246,26/7/2023,7,Q3,2023,Cliente3936,Calle desconocida 841,Hawaii,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2247,26/7/2023,7,Q3,2023,Cliente2454,Calle desconocida 9778,Nebraska,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2248,26/7/2023,7,Q3,2023,Cliente5794,Calle desconocida 8610,Louisiana,Cancelada,Vendedor,S,A+,Premium,S-A-PLUS-PREM,B0CCWPBNSF,0,0,
ID2249,27/7/2023,7,Q3,2023,Cliente9822,Calle desconocida 8766,Arkansas,Enviada,Vendedor,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,2,159.8,USD
ID2250,27/7/2023,7,Q3,2023,Cliente4387,Calle desconocida 7571,Pennsylvania,Enviada,Vendedor,S,A+,Premium,S-A-PLUS-PREM,B0CCWPBNSF,1,149.9,USD
ID2251,27/7/2023,7,Q3,2023,Cliente2938,Calle desconocida 6991,Wisconsin,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2252,27/7/2023,7,Q3,2023,Cliente5987,Calle desconocida 3346,Texas,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2253,27/7/2023,7,Q3,2023,Cliente2136,Calle desconocida 7466,Indiana,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID2254,27/7/2023,7,Q3,2023,Cliente9808,Calle desconocida 245,Maryland,Enviada,Amazon,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,1,79.9,USD
ID2255,27/7/2023,7,Q3,2023,Cliente1845,Calle desconocida 4007,Maine,Cancelada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,0,0,
ID2256,28/7/2023,7,Q3,2023,Cliente85,Calle desconocida 5839,Delaware,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2257,28/7/2023,7,Q3,2023,Cliente2058,Calle desconocida 2460,Illinois,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2258,28/7/2023,7,Q3,2023,Cliente1957,Calle desconocida 8844,Georgia,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID2259,28/7/2023,7,Q3,2023,Cliente8720,Calle desconocida 1306,Alaska,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2260,29/7/2023,7,Q3,2023,Cliente8438,Calle desconocida 2334,South Dakota,Enviada,Vendedor,S,A+,Premium,S-A-PLUS-PREM,B0CCWPBNSF,1,149.9,USD
ID2261,29/7/2023,7,Q3,2023,Cliente6344,Calle desconocida 7898,Idaho,Enviada,Vendedor,S,A+,Premium,S-A-PLUS-PREM,B0CCWPBNSF,1,149.9,USD
ID2262,29/7/2023,7,Q3,2023,Cliente5408,Calle desconocida 7126,North Dakota,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2263,29/7/2023,7,Q3,2023,Cliente7887,Calle desconocida 2216,New York,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2264,29/7/2023,7,Q3,2023,Cliente1967,Calle desconocida 3040,Rhode Island,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2265,29/7/2023,7,Q3,2023,Cliente9512,Calle desconocida 2523,Pennsylvania,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2266,29/7/2023,7,Q3,2023,Cliente3421,Calle desconocida 7763,Vermont,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2267,29/7/2023,7,Q3,2023,Cliente8143,Calle desconocida 4156,Idaho,Cancelada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,0,0,
ID2268,30/7/2023,7,Q3,2023,Cliente3749,Calle desconocida 5625,West Virginia,Enviada,Vendedor,S,A+,Premium,S-A-PLUS-PREM,B0CCWPBNSF,1,149.9,USD
ID2269,30/7/2023,7,Q3,2023,Cliente6362,Calle desconocida 3538,Maine,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2270,31/7/2023,7,Q3,2023,Cliente9070,Calle desconocida 4572,Montana,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2271,1/8/2023,8,Q3,2023,Cliente2230,Calle desconocida 8481,Wyoming,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2272,1/8/2023,8,Q3,2023,Cliente2984,Calle desconocida 3196,Nevada,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2273,1/8/2023,8,Q3,2023,Cliente6692,Calle desconocida 9871,Missouri,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2274,1/8/2023,8,Q3,2023,Cliente1565,Calle desconocida 5312,Montana,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID2275,1/8/2023,8,Q3,2023,Cliente3901,Calle desconocida 6283,Florida,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID2276,1/8/2023,8,Q3,2023,Cliente5003,Calle desconocida 5577,Washington,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID2277,1/8/2023,8,Q3,2023,Cliente5837,Calle desconocida 8376,South Carolina,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2278,2/8/2023,8,Q3,2023,Cliente9824,Calle desconocida 9156,Georgia,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2279,2/8/2023,8,Q3,2023,Cliente2769,Calle desconocida 250,South Dakota,Enviada,Amazon,S,A,Azul,S-A-BASIC-AZUL,B000JK9V5K,1,109.9,USD
ID2280,2/8/2023,8,Q3,2023,Cliente2756,Calle desconocida 406,Vermont,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2281,2/8/2023,8,Q3,2023,Cliente4685,Calle desconocida 652,Vermont,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,1,69.9,USD
ID2282,2/8/2023,8,Q3,2023,Cliente1125,Calle desconocida 7837,Michigan,Cancelada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,0,0,
ID2283,3/8/2023,8,Q3,2023,Cliente9349,Calle desconocida 1677,Arizona,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2284,3/8/2023,8,Q3,2023,Cliente9528,Calle desconocida 2324,Florida,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2285,3/8/2023,8,Q3,2023,Cliente4938,Calle desconocida 1976,Virginia,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2286,3/8/2023,8,Q3,2023,Cliente2966,Calle desconocida 5875,Iowa,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2287,3/8/2023,8,Q3,2023,Cliente195,Calle desconocida 1607,Texas,Enviada,Amazon,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,1,79.9,USD
ID2288,3/8/2023,8,Q3,2023,Cliente8965,Calle desconocida 6765,New Jersey,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2289,4/8/2023,8,Q3,2023,Cliente8370,Calle desconocida 8501,Connecticut,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2290,4/8/2023,8,Q3,2023,Cliente4522,Calle desconocida 2909,Maryland,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2291,4/8/2023,8,Q3,2023,Cliente4321,Calle desconocida 104,Mississippi,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID2292,4/8/2023,8,Q3,2023,Cliente8397,Calle desconocida 5435,Kansas,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID2293,4/8/2023,8,Q3,2023,Cliente8883,Calle desconocida 1984,Arkansas,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID2294,4/8/2023,8,Q3,2023,Cliente1900,Calle desconocida 317,Connecticut,Enviada,Amazon,S,A-,Gris,S-A-ECON-GRIS,B0BL5HR652,1,79.9,USD
ID2295,4/8/2023,8,Q3,2023,Cliente1964,Calle desconocida 4887,California,Enviada,Amazon,S,B,Marfil,S-B-BASIC-MARF,B09A5884LT,1,69.9,USD
ID2296,5/8/2023,8,Q3,2023,Cliente9742,Calle desconocida 6010,Tennessee,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2297,5/8/2023,8,Q3,2023,Cliente4952,Calle desconocida 4227,Oklahoma,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2298,5/8/2023,8,Q3,2023,Cliente7897,Calle desconocida 862,Indiana,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID2299,5/8/2023,8,Q3,2023,Cliente5758,Calle desconocida 2724,Vermont,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID2300,5/8/2023,8,Q3,2023,Cliente1717,Calle desconocida 7768,Washington,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2301,5/8/2023,8,Q3,2023,Cliente6380,Calle desconocida 4941,Mississippi,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2302,5/8/2023,8,Q3,2023,Cliente44,Calle desconocida 790,Nevada,Enviada,Amazon,S,A-,Marfil,S-A-ECON-MARF,B0BL56CNHB,1,79.9,USD
ID2303,5/8/2023,8,Q3,2023,Cliente3750,Calle desconocida 727,Iowa,Enviada,Amazon,S,B,Gris,S-B-BASIC-GRIS,B09A52L9VX,1,69.9,USD
ID2304,5/8/2023,8,Q3,2023,Cliente7579,Calle desconocida 802,New Mexico,Cancelada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,0,0,
ID2305,6/8/2023,8,Q3,2023,Cliente9303,Calle desconocida 4581,Indiana,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2306,6/8/2023,8,Q3,2023,Cliente9409,Calle desconocida 1440,Arkansas,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2307,6/8/2023,8,Q3,2023,Cliente8830,Calle desconocida 7282,Oklahoma,Enviada,Vendedor,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2308,6/8/2023,8,Q3,2023,Cliente3089,Calle desconocida 2559,Rhode Island,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2309,6/8/2023,8,Q3,2023,Cliente2620,Calle desconocida 696,South Dakota,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2310,6/8/2023,8,Q3,2023,Cliente37,Calle desconocida 3650,Rhode Island,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
ID2311,6/8/2023,8,Q3,2023,Cliente8229,Calle desconocida 8266,North Carolina,Enviada,Amazon,S,A,Gris,S-A-BASIC-GRIS,B000JKJL9V,1,109.9,USD
ID2312,7/8/2023,8,Q3,2023,Cliente1034,Calle desconocida 5516,New York,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2313,7/8/2023,8,Q3,2023,Cliente9215,Calle desconocida 8332,Alaska,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2314,7/8/2023,8,Q3,2023,Cliente4181,Calle desconocida 2981,New York,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2315,7/8/2023,8,Q3,2023,Cliente4925,Calle desconocida 6960,Maryland,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2316,7/8/2023,8,Q3,2023,Cliente8913,Calle desconocida 5719,Kentucky,Enviada,Amazon,S,A+,Gris,S-A-PLUS-GRIS,B0C2W59LPV,1,139.9,USD
ID2317,7/8/2023,8,Q3,2023,Cliente7421,Calle desconocida 6878,Utah,Enviada,Amazon,S,A+,Marfil,S-A-PLUS-MARF,B0C2W853R8,1,139.9,USD
ID2318,7/8/2023,8,Q3,2023,Cliente283,Calle desconocida 1698,Arkansas,Enviada,Amazon,S,A,Marfil,S-A-BASIC-MARF,B000JK3R81,1,109.9,USD
